College,Location,State,Program Level,Course / Specialization,Total Fee (INR),Notes,Hostel Fee (INR/year)
East Point Group of Institutions,Bengaluru,Karnataka,D.Pharm,Diploma in Pharmacy,"190,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,Pharm.D,Doctor of Pharmacy (Pharm.D),"1,790,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,B.Sc,Cardiac Care Technology,"925,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"750,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"650,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"410,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,B.Sc,Physiotherapy,"690,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,MPT,Musculoskeletal,"600,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,MPT,Sports,"600,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,MPT,Neurological,"600,000",,"1,10,000/year"
East Point Group of Institutions,Bengaluru,Karnataka,Diploma,General Nursing & Midwifery,"565,000",,"1,10,000/year"
Brindavan College,Bengaluru,Karnataka,B.E,Computer Science Engineering,"1,080,000",Total 4-year,
Brindavan College,Bengaluru,Karnataka,B.E,Computer Science Engineering - Artificial Intelligence & Machine Learning,"880,000",,
Brindavan College,Bengaluru,Karnataka,B.E,Information Science & Engineering,"840,000",,
Brindavan College,Bengaluru,Karnataka,B.E,"IoT, Cyber Security & Blockchain","720,000",,
Brindavan College,Bengaluru,Karnataka,B.E,Electronics & Communication Engineering,"640,000",,
Brindavan College,Bengaluru,Karnataka,B.E,Civil Engineering Engineering,"400,000",,
Brindavan College,Bengaluru,Karnataka,B.E,Mechanical Engineering,"400,000",,
Brindavan College,Bengaluru,Karnataka,M.Tech,Computer Science,"160,000",,
Brindavan College,Bengaluru,Karnataka,M.Tech,Civil Engineering,"160,000",,
Brindavan College,Bengaluru,Karnataka,BBA,Business Administration,"250,000",Total 3-year,
Brindavan College,Bengaluru,Karnataka,BBA,Aviation,"325,000",,
Brindavan College,Bengaluru,Karnataka,BBA,Logistics,"325,000",,
Brindavan College,Bengaluru,Karnataka,BBA,Hospital Admin,"325,000",,
Brindavan College,Bengaluru,Karnataka,B.Com,Commerce ,"180,000",,
Brindavan College,Bengaluru,Karnataka,B.Com,ACCA,"375,000",,
Brindavan College,Bengaluru,Karnataka,B.Com,Logistics,"375,000",,
Brindavan College,Bengaluru,Karnataka,B.Com,Banking,"375,000",,
Brindavan College,Bengaluru,Karnataka,BCA,Computer Applications,"375,000",,
Brindavan College,Bengaluru,Karnataka,B.Sc,Computer Science,"220,000",,
Brindavan College,Bengaluru,Karnataka,MBA,Business Administration,"250,000",Per year,
Brindavan College,Bengaluru,Karnataka,MCA,Computer Applications,"150,000",Per year,
Brindavan College,Bengaluru,Karnataka,Diploma,Computer Science,"155,000",,
Brindavan College,Bengaluru,Karnataka,Diploma,Electronics & Communication Engineering,"155,000",,
Brindavan College,Bengaluru,Karnataka,Pre-University (PUC),PUC Science,"130,000",,
Brindavan College,Bengaluru,Karnataka,Pre-University (PUC),PUC Commerce,"110,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering,"825,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering Artificial Intelligence & Machine Learning,"825,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Artificial Intelligence & Data Science,"750,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering Cyber Security,"660,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Data Science,"660,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Information Science & Engineering,"550,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Electronics & Communication Engineering,"550,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.E,Mechanical Engineering,"345,000",,
Akash Group of Institutions,Bengaluru,Karnataka,MBA,Business Administration,"360,000",,
Akash Group of Institutions,Bengaluru,Karnataka,MCA,Computer Applications,"290,000",,
Akash Group of Institutions,Bengaluru,Karnataka,BBA,Business Administration,"335,000",,
Akash Group of Institutions,Bengaluru,Karnataka,BBA,Aviation Management,"355,000",,
Akash Group of Institutions,Bengaluru,Karnataka,BCA,Computer Applications,"355,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Com,Commerce,"220,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Physiotherapy,"665,000",,
Akash Group of Institutions,Bengaluru,Karnataka,MPT,Musculoskeletal,"475,000",,
Akash Group of Institutions,Bengaluru,Karnataka,MPT,Neurological Sciences,"475,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Cardiac Care Technology,"775,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"515,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"515,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Perfusion Technology,"445,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"330,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Renal Dialysis Technology,"330,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Optometry,"295,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Pharm,Pharmacy,"545,000",,
Akash Group of Institutions,Bengaluru,Karnataka,B.Sc,Nursing,"695,000",,
Akash Group of Institutions,Bengaluru,Karnataka,Diploma,Operation Theatre & Anesthesia Technology,"205,000",,
Akash Group of Institutions,Bengaluru,Karnataka,Diploma,Medical Laboratory Technology,"205,000",,
Akash Group of Institutions,Bengaluru,Karnataka,Diploma,Imaging Technology,"190,000",,
Akash Group of Institutions,Bengaluru,Karnataka,Diploma,Health Inspector,"150,000",,
Akash Group of Institutions,Bengaluru,Karnataka,Diploma,Dialysis,"150,000",,
GEMS College (Ramapuram),Ramapuram,Kerala,BBA,Aviation & Logistics,"250,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BBA,Business Administration,"183,000",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Com,Computer Applications + Aviation & Logistics,"266,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Com,Computer Applications + Game Development,"266,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Com,"Computer Applications + Cyber Security, Ethical Hacking & Data Science","266,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Com,Finance,"183,000",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Com,Banking & Insurance,"183,000",,
GEMS College (Ramapuram),Ramapuram,Kerala,BTTM,Aviation & Logistics,"266,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BA,English + Aviation & Logistics,"250,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BA,Game Development,"250,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BA,Sociology + Counselling Psychology,"183,000",,
GEMS College (Ramapuram),Ramapuram,Kerala,BA,Multimedia + Game Development,"351,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,BA,Computer Science & Ethical Hacking,"351,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,BCA,Computer Science,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BCA,Ethical Hacking,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,BCA,Game Development,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Microbiology + Food Processing,"321,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Artificial Intelligence + Computer Science,"351,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Ethical Hacking,"351,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Game Development,"351,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Computer Science,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Ethical Hacking,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Game Development,"317,250",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Biotechnology + Food Processing,"321,750",,
GEMS College (Ramapuram),Ramapuram,Kerala,B.Sc,Geology + Disaster Management,"266,250",,
KMM College of Arts & Science,Ernakulam,Kerala,BBA,Aviation + Logistics & SCM,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BBA,Business Analytics & Digital Marketing,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BBA,Aviation & Airport Management,"375,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BBA,Hospital Administration,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BBA,Entrepreneurship,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BCA,Artificial Intelligence & Data Science,"385,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BCA,Artificial Intelligence & Robotics,"385,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BCA,Cloud Computing & Cyber Security,"385,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Com,Aviation + Logistics & SCM,"355,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Com,CMA,"365,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Com,ACCA ,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Sc,Artificial Intelligence & DevOps,"375,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Sc,Cyber Forensic + Cyber Security,"375,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Sc,Psychology + Counselling,"355,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Sc,Fashion & Apparel Design,"295,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BA,English + Content Creation,"355,000",,
KMM College of Arts & Science,Ernakulam,Kerala,BSW,Digital Skills for Social Work,"132,000",,
KMM College of Arts & Science,Ernakulam,Kerala,B.Sc,Mathematics,"295,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MCA,Artificial Intelligence & Robotics,"465,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MCA,Artificial Intelligence & Data Science,"395,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MBA,Digital Marketing,"525,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MBA,Applied Artificial Intelligence,"525,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MBA,Business Administration,"525,000",,
KMM College of Arts & Science,Ernakulam,Kerala,MSW,Counselling & Mental Health,"465,000",,
KMM College of Arts & Science,Ernakulam,Kerala,M.Sc,Cyber Forensic,"465,000",,
KMM College of Arts & Science,Ernakulam,Kerala,M.Sc,Psychology,"465,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Nursing,"370,000",Total 2-year,
Athena Group of Institutions,Mangalore,Karnataka,M.Sc,Nursing,"202,500",Total 2-year,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Medical Imaging Technology,"290,000",Total 4-year,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Medical Laboratory Technology,"260,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"260,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Anesthesia Technology,"260,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Radiography,"290,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Respiratory Technology,"290,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Medical Imaging Technology,"310,000",,
Athena Group of Institutions,Mangalore,Karnataka,B.Sc,Occupational Therapy,"470,000",,
Athena Group of Institutions,Mangalore,Karnataka,M.Sc,Medical Imaging Technology,"200,000",,
Athena Group of Institutions,Mangalore,Karnataka,M.Sc,Renal Dialysis Technology,"200,000",,
Athena Group of Institutions,Mangalore,Karnataka,M.Sc,Medical Laboratory Technology,"200,000",,
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BCA,Artificial Intelligence,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BCA,Cyber Security,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BCA,Data Science,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BBA,Aviation,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BBA,Human Resources,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BBA,Fin-Tech,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,BBA,Artificial Intelligence & Analytics,"455,000",Total 3-year,"1,80,000/year"
Yenepoya University (Mudipu Campus),Mangalore,Karnataka,MBA,Business Administration,"629,000",Total 2-year,"1,80,000/year"
Christian College Bengaluru,Bengaluru,Karnataka,BBA,Business Administration,"210,000",Total 3-year,
Christian College Bengaluru,Bengaluru,Karnataka,BBA,Aviation Management,"295,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Com,Commerce,"170,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Com,Logistics,"315,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Com,ACCA,"335,000",,
Christian College Bengaluru,Bengaluru,Karnataka,BCA,Cloud Computing,"350,000",,
Christian College Bengaluru,Bengaluru,Karnataka,BCA,Artificial Intelligence,"350,000",,
Christian College Bengaluru,Bengaluru,Karnataka,BCA,Digital Marketing,"350,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Nutrition & Dietitian,"280,000",,
Christian College Bengaluru,Bengaluru,Karnataka,MBA,Business Administration,"450,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Physiotherapy,"875,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Optometry,"270,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Cardiac Care Technology,"600,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Perfusion Technology,"350,000",,
Christian College Bengaluru,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"450,000",,
Christian College Bengaluru,Bengaluru,Karnataka,M.Sc,Nursing (Medical Surgical),"230,000",,
Christian College Bengaluru,Bengaluru,Karnataka,M.Sc,Nursing (OBG),"220,000",,
Christian College Bengaluru,Bengaluru,Karnataka,M.Sc,Nursing (Psychiatric),"220,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering,"1,375,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Artificial Intelligence & Machine Learning,"1,150,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Artificial Intelligence & Data Science,"1,150,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Electronics & Communication Engineering,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,IoT & Cyber Security,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Information Science & Engineering,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Mechanical Engineering,"525,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.E,Civil Engineering Engineering,"525,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Computer Science Engineering,"1,375,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Artificial Intelligence & Machine Learning,"1,150,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Artificial Intelligence & Data Science,"1,150,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Electronics & Communication Engineering,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,IoT & Cyber Security,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Information Science & Engineering,"825,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Mechanical Engineering,"525,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Tech,Civil Engineering Engineering,"525,000",,
SEA Group of Institutions,Bengaluru,Karnataka,MBA,Business Administration,"340,000",,
SEA Group of Institutions,Bengaluru,Karnataka,MCA,Computer Applications,"380,000",,
SEA Group of Institutions,Bengaluru,Karnataka,M.Com,Commerce,"210,000",,
SEA Group of Institutions,Bengaluru,Karnataka,Diploma,General Nursing & Midwifery,"265,000",,
SEA Group of Institutions,Bengaluru,Karnataka,M.Sc,Nursing,"215,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"520,000",,
SEA Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"520,000",,
SEA Group of Institutions,Bengaluru,Karnataka,LLB,LLB,"295,000",3 year,
SEA Group of Institutions,Bengaluru,Karnataka,LLB,LLB,"425,000",5 year,
SEA Group of Institutions,Bengaluru,Karnataka,B.Ed,Education,"190,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Artificial Intelligence & Machine Learning Engineering,"875,000",,
RR Institutions,Bengaluru,Karnataka,B.E,"Computer Science Engineering, Artificial Intelligence & Machine Learning ","875,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering,"825,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Computer Science Engineering Artificial Intelligence & Data Science,"875,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Information Science & Engineering,"875,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Civil Engineering,"725,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Electronics & Communication Engineering,"875,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Electrical & Electronics Engineering,"725,000",,
RR Institutions,Bengaluru,Karnataka,B.E,Mechanical Engineering,"725,000",,
RR Institutions,Bengaluru,Karnataka,BBA,Aviation & Logistics,"305,000",,
RR Institutions,Bengaluru,Karnataka,BCA,Artificial Intelligence & Machine Learning,"355,000",,
RR Institutions,Bengaluru,Karnataka,BCA,Data Analytics,"380,000",,
RR Institutions,Bengaluru,Karnataka,BCA,Cyber Security,"395,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Nursing,"780,000",Package includes basic hostel,
RR Institutions,Bengaluru,Karnataka,Diploma,General Nursing & Midwifery,"380,000",Package includes basic hostel,
RR Institutions,Bengaluru,Karnataka,B.Sc,Radiography & Imaging Technology,"605,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"505,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Renal Dialysis Technology,"455,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Emergency Trauma Care,"555,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"605,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Perfusion Technology,"630,000",,
RR Institutions,Bengaluru,Karnataka,B.Sc,Cardiac Care Technology,"890,000",,
RR Institutions,Bengaluru,Karnataka,B.Pharm,Pharmacy,"555,000",,
RR Institutions,Bengaluru,Karnataka,M.Pharm,Pharmaceutics ,"350,000",,
RR Institutions,Bengaluru,Karnataka,M.Pharm,Pharmacology ,"350,000",,
RR Institutions,Bengaluru,Karnataka,M.Pharm,Pharmacognosy  ,"145,000",,
RR Institutions,Bengaluru,Karnataka,M.Pharm,Regulatory Affairs,"350,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Musculoskeletal Sciences  ,"500,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Sports Sciences,"500,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Cardio-Vascular & Pulmonary Sciences ,"400,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Pediatrics,"400,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Nerological Sciences,"500,000",,
RR Institutions,Bengaluru,Karnataka,MPT,Community Health,"400,000",,
SAN International College of Arts & Science,Palakkad,Kerala,BBA,Computer Applications + Travel & Tourism Management,"285,000",Total 3-year,
SAN International College of Arts & Science,Palakkad,Kerala,BBA,Computer Applications + Hospital Administration,"300,000",,
SAN International College of Arts & Science,Palakkad,Kerala,BBA,Computer Applications + Digital Marketing,"300,000",,
SAN International College of Arts & Science,Palakkad,Kerala,BBA,Computer Applications + Artificial Intelligence & Machine Learning in Healthcare,"300,000",,
SAN International College of Arts & Science,Palakkad,Kerala,BBA,Aviation + Logistics & SCM,"300,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Com,Professional Accounting + ACCA,"340,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Com,Professional Accounting + CMA,"320,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Sc,Microbiology,"135,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Sc,Microbiology + Clinical Data,"240,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Sc,Microbiology + Environmental Microbiology,"240,000",,
SAN International College of Arts & Science,Palakkad,Kerala,B.Sc,Psychology + Health Care Management,"240,000",,
SAN International College of Arts & Science,Palakkad,Kerala,M.Sc,Microbiology,"120,000",Total 2-year,
Cochin College Kakkanad,Ernakulam,Kerala,BBA,Aviation & Logistics,"385,000",Total 3-year,
Cochin College Kakkanad,Ernakulam,Kerala,BBA,Airline & Airport Management,"345,000",,
Cochin College Kakkanad,Ernakulam,Kerala,BCA,Artificial Intelligence & Data Science + Cyber Security,"368,000",,
Cochin College Kakkanad,Ernakulam,Kerala,BCA,Artificial Intelligence & Data Science + Game Development,"378,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,Aviation & Logistics,"343,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,Airline & Airport Management,"303,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,Game Development,"336,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,Trading & Investment Banking,"298,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,FinTech with Artificial Intelligence,"298,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Com,Logistics + DGR & Export Management,"298,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Sc,Cyber Forensic + Cyber Security,"368,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Sc,Food Technology + Food Science & Entrepreneurship,"320,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Sc,Microbiology + Food Science,"320,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Sc,Biotechnology + CLT & Tissue Culture,"320,000",,
Cochin College Kakkanad,Ernakulam,Kerala,B.Sc,Psychology + Counselling,"295,000",,
Cochin College Kakkanad,Ernakulam,Kerala,M.Com,ACCA,"112,000",Total 2-year,
Cochin College Kakkanad,Ernakulam,Kerala,M.Sc,Artificial Intelligence & Data Science,"280,000",,
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Nursing,"1,000,000",Total 4-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing (Obstetrics and Gynaecology),"200,000",Total 2-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing (Paediatric),"200,000",Total 2-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing (Community),"200,000",Total 2-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing (Medical Surgical),"250,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing (Mental Health),"250,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,M.Sc,Nursing,"200,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Physiotherapy,"900,000",Total 4-year (â‚¹2.25L/yr),"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,MPT,Neurology,"450,000",Total 2-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,MPT,Musculoskeletal,"450,000",Total 2-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,MPT,Sports,"400,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Cardiac Care Technology,"600,000",Total 3-year,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"675,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"675,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Medical Laboratory Technology,"405,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Optometry,"405,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Renal Dialysis,"405,000",,"75,000/year"
Raja Rajeswari Medical College & Hospital,Bengaluru,Karnataka,B.Sc,Perfusion Technology,"450,000",,"75,000/year"
RV University (Mysuru Campus),Mysuru,Karnataka,B.Tech,Computer Science & Engineering ,"400,000",,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Tech,Artificial Intelligence & Machine Learning,"400,000",,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Sc,Data Science,"500,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,BCA,Computer Science,"1,600,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,BCA,Electronics & Comm,"1,120,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,MCA,Computer Applications,"415,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,BBA,Regular,"460,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,BBA,Logistics & SCM,"565,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,BBA,Business Analytics,"565,001",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Com,Commerce,"390,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Com,ACCA,"590,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Sc,Psychology,"590,001",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Sc,Chemistry with Polymer & Pharmaceuticals,"320,000",Total 4-year,
RV University (Mysuru Campus),Mysuru,Karnataka,B.Pharm,Pharmacy,"1,000,000",Total 4-year,
City College Mangalore,Mangalore,Karnataka,B.Sc,Physiotherapy,"375,000",Total 4-year,
City College Mangalore,Mangalore,Karnataka,B.Sc,Operation Theatre & Anesthesia Technology,"270,000",Total 3-year,
City College Mangalore,Mangalore,Karnataka,B.Sc,Medical Imaging Technology,"320,000",Total 3-year,
City College Mangalore,Mangalore,Karnataka,B.Sc,Medical Laboratory Technology,"245,000",Total 3-year,
City College Mangalore,Mangalore,Karnataka,Diploma,General Nursing & Midwifery,"150,000",Total 3-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,Diploma,General Nursing & Midwifery,"395,000",Total 3-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Physiotherapy,"525,000",Total 4-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Anesthesia Technology,"495,000",Total 3-year,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Medical Imaging Technology,"480,000",,
Shantidhama Group of Institutions,Bengaluru,Karnataka,B.Sc,Optometry,"480,000",,
